Username;DateTime;Retweets;Text;Hashtag;ID;Permanentlink;Concept;Latitud;Longitud;Radius
pipasgeorge;2018-03-07 21:05;0;Segun usted quien los trajo,usted es el tiene que ir a mirar lo que trajo Petro y tuvieron que dejar de canecas;;971567463920996354;https://twitter.com/pipasgeorge/status/971567463920996354;4.62433;-74.063644;40km
pipasgeorge;2018-03-07 14:40;0;Esa Perla el lunes se la voy tirar a los medios de comunicacion.;;971470696659505152;https://twitter.com/pipasgeorge/status/971470696659505152;4.62433;-74.063644;40km
pipasgeorge;2018-03-07 14:38;0;Yo habla de los que estan tirados en la via Villavicencio;;971470199881895936;https://twitter.com/pipasgeorge/status/971470199881895936;4.62433;-74.063644;40km
pipasgeorge;2018-03-07 14:33;0;Titere pendejo y ciego vaya y miren;;971468897978372096;https://twitter.com/pipasgeorge/status/971468897978372096;4.62433;-74.063644;40km
pipasgeorge;2018-03-07 14:32;0;Por favor vaya y miren,cuando quiera los llevo;;971468609322127360;https://twitter.com/pipasgeorge/status/971468609322127360;4.62433;-74.063644;40km
pipasgeorge;2018-03-07 14:30;0;Usted que es un Titere de Petro ,me imagino que usted vive como ese Izquierdista en Palacio de tres mil millones;;971468254643392513;https://twitter.com/pipasgeorge/status/971468254643392513;4.62433;-74.063644;40km
pipasgeorge;2018-03-07 10:49;0;Si son berracos se los muestro y ustedes diran y antes de Domingo;;971412614810079232;https://twitter.com/pipasgeorge/status/971412614810079232;4.62433;-74.063644;40km
pipasgeorge;2018-03-07 08:02;0;No soy Uribista,porque no soy Titere nadie Ignorantes;;971370559929049089;https://twitter.com/pipasgeorge/status/971370559929049089;4.62433;-74.063644;40km
pipasgeorge;2018-03-07 07:58;0;Ese precio en su epoca,eso como se llama ?;;971369620098748417;https://twitter.com/pipasgeorge/status/971369620098748417;4.62433;-74.063644;40km
pipasgeorge;2018-03-07 07:57;0;Vallan al sur donde hay mas15 carros tirados desde que llegaron y tomen fotos y averiguen, camiones a $250'.000.000;;971369165121622016;https://twitter.com/pipasgeorge/status/971369165121622016;4.62433;-74.063644;40km
pipasgeorge;2018-03-07 07:52;0;Perdon nunca ha contestado ese porque la mascara se la quito y el y sus testaferros tambien,investiguelo ustedes;;971368100141649920;https://twitter.com/pipasgeorge/status/971368100141649920;4.62433;-74.063644;40km
pipasgeorge;2018-03-07 07:49;4;Gustavo Petro usted porque nunca me ha respondido sobre los camiones de la basura que trajo y no sirvieron y que se gano $ ?;;971367143483822086;https://twitter.com/pipasgeorge/status/971367143483822086;4.62433;-74.063644;40km
Andycam0610;2018-03-06 12:21;0;Jajajaja total mejor sigo leyendo cosas productivas @WilliamGorut ... Excelente libro escrito por el profe @CarlosMedinaG1 ferviente defensor de la paz a la que criticos como estos de sofa tantas trabas quiere ponerle... Y me reporto desde la BLAA donde estoy echando bazuco jeje! pic.twitter.com/ZFLpAqg4vI;;971073310409797634;https://twitter.com/Andycam0610/status/971073310409797634;4.62433;-74.063644;40km
yolanda201444;2018-03-06 12:05;0;todos son una chandal no piensan en el pueblo y los campesinos si no en llenar sus bolsillos;;971069262184906752;https://twitter.com/yolanda201444/status/971069262184906752;4.62433;-74.063644;40km
