990597350942003200	Mia Amelia	PauSantaF	Sun Apr 29 14:23:07 +0000 2018	NA	NA	NA	seg n eso pierde vargas lleras	
990595869752864768	jm lopez c	manolocondu	Sun Apr 29 14:17:14 +0000 2018	NA	NA	NA	sumele 30 m s a vargas lleras y muestren la verdad de las encuestas	
990592819201966080	JHOAN MANUEL	JHOANMRCZP	Sun Apr 29 14:05:07 +0000 2018	NA	NA	NA	no olviden que vargas lleras david luna y carlos f gal n pusieron a pe alosa de alcalde fueron los del pactoporbogot	
990591212057976833	Dulfary Calderon S	kanele2011	Sun Apr 29 13:58:43 +0000 2018	NA	NA	NA	te est n haciendo marketing pol tico totalmente gratis que buena iniciativa hablar del rival en vez	
990590731524898817	Nicolás Amon	nicolasAmon	Sun Apr 29 13:56:49 +0000 2018	NA	NA	NA	pregunta que sanci n legal tuvo vargas lleras por pegarle a un empleado suyo	
990588529754374147	Sandra Milena 5	samiso35	Sun Apr 29 13:48:04 +0000 2018	NA	NA	NA	lopez aclaro mi voto no es por vargas lleras es por un hombre honesto traspar	
990587940115025921	Mauricio Silva G.	msilvaazul	Sun Apr 29 13:45:43 +0000 2018	NA	NA	NA	desde hoy con la ed 73 de duque por fajardo por va	
990583058503004160	Raúl	RaulCastro21	Sun Apr 29 13:26:19 +0000 2018	NA	NA	NA	medaculilloque gane duque que gane petro que gane vargas lleras que gane viv an	
990580727434670080	Luis Fernando Tamayo	luifertn55	Sun Apr 29 13:17:04 +0000 2018	NA	NA	NA	la aceitada con ex ministro de la maquinaria d vargas lleras no le alcanza ni para llegar al 10 en las encuestas	
990578581528088576	Mauricio Babilonia	MBabiloniab	Sun Apr 29 13:08:32 +0000 2018	NA	NA	NA	vargas ni vargas lleras ni iv n duque ambos representan la corrupci n el paramilit	
990571471624908801	Javier Lara	JavierXavilar	Sun Apr 29 12:40:17 +0000 2018	NA	NA	NA	no han podido inflar a vargas lleras santos le teme a una presidencia de iv n duque y en su dese	
990557779273355264	Andrés Aguilar🚴🏻	AndresFAguilar	Sun Apr 29 11:45:52 +0000 2018	NA	NA	NA	sobre esta columna no subestimen la maquinaria creo que vargas lleras la tiene y puede ser la sorpresa de dej	
990547483318251520	Don_Aguacate	ciudadano_XD	Sun Apr 29 11:04:58 +0000 2018	NA	NA	NA		
